alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_6,1_1_4,10,SideLeft,-0.820217,0.209623,-2.427785,-0.360272,-0.930995,-0.784578,-0.671856,0.259138,2.067513,0.255570,-1.146648,2.706645
Alpha1_6,1_1_4,15,Windward,0.651883,0.175466,0.170287,1.371004,0.526894,0.645366,0.761080,0.234186,1.200716,0.269167,0.378236,0.205950
Alpha1_6,1_1_4,15,SideRight,-0.786463,0.235736,-1.667308,-0.033086,-0.942646,-0.769133,-0.611081,0.331565,1.634222,0.299742,-0.421623,-0.005883
Alpha1_6,1_1_4,15,Leeward,-0.611732,0.112195,-1.194252,-0.281648,-0.675148,-0.600669,-0.534869,0.140279,0.912603,0.183405,-0.620483,0.793708
Alpha1_6,1_1_4,15,SideLeft,-0.744733,0.148817,-1.696240,-0.348026,-0.826061,-0.727489,-0.639679,0.186382,1.348215,0.199826,-0.909981,1.780103
Alpha1_6,1_1_4,20,Windward,0.601836,0.171773,0.080788,1.321687,0.474373,0.594247,0.711149,0.236776,1.240899,0.285415,0.358739,0.048667
Alpha1_6,1_1_4,20,SideRight,-0.538997,0.206457,-1.485692,0.000841,-0.672179,-0.520351,-0.385496,0.286683,1.486534,0.383040,-0.501662,0.205686
Alpha1_6,1_1_4,20,Leeward,-0.600899,0.095748,-1.055197,-0.311916,-0.656403,-0.591527,-0.535797,0.120606,0.743281,0.159341,-0.549110,0.512286
Alpha1_6,1_1_4,20,SideLeft,-0.706235,0.120579,-1.369743,-0.381082,-0.771880,-0.692070,-0.623086,0.148794,0.988661,0.170735,-0.824238,1.348304
Alpha1_6,1_1_4,25,Windward,0.591329,0.159601,0.076870,1.212236,0.477130,0.585215,0.695224,0.218094,1.135367,0.269902,0.287083,0.030276
Alpha1_6,1_1_4,25,SideRight,-0.311616,0.171042,-1.043358,0.210072,-0.416903,-0.292308,-0.192341,0.224562,1.253431,0.548887,-0.503415,0.279321
Alpha1_6,1_1_4,25,Leeward,-0.612263,0.096240,-1.224008,-0.339827,-0.667534,-0.601703,-0.544261,0.123273,0.884181,0.157188,-0.813829,1.710056
Alpha1_6,1_1_4,25,SideLeft,-0.701811,0.117455,-1.284476,-0.403276,-0.765074,-0.685424,-0.619713,0.145361,0.881200,0.167360,-0.876641,1.251796
Alpha1_6,1_1_4,30,Windward,0.540649,0.161285,0.115642,1.123011,0.422948,0.526072,0.647549,0.224602,1.007369,0.298316,0.358710,-0.251159
Alpha1_6,1_1_4,30,SideRight,-0.130658,0.155378,-0.900711,0.537652,-0.230949,-0.123539,-0.030071,0.200878,1.438363,1.189193,-0.162431,0.635651
Alpha1_6,1_1_4,30,Leeward,-0.657870,0.105239,-1.224924,-0.360701,-0.722545,-0.647882,-0.583448,0.139098,0.864223,0.159970,-0.663166,0.973680
Alpha1_6,1_1_4,30,SideLeft,-0.725542,0.119879,-1.485145,-0.416957,-0.794211,-0.712841,-0.641258,0.152954,1.068189,0.165226,-0.817631,1.634651
Alpha1_6,1_1_4,35,Windward,0.481100,0.153261,0.084847,1.067953,0.366213,0.466683,0.585300,0.219087,0.983106,0.318563,0.397303,-0.212336
Alpha1_6,1_1_4,35,SideRight,0.073035,0.143752,-0.421529,0.497716,-0.024563,0.077232,0.174031,0.198594,0.919244,1.968264,-0.156521,-0.169013
Alpha1_6,1_1_4,35,Leeward,-0.640601,0.105325,-1.206944,-0.352311,-0.702956,-0.629190,-0.565922,0.137034,0.854633,0.164416,-0.774260,1.306831
Alpha1_6,1_1_4,35,SideLeft,-0.688615,0.119069,-1.462361,-0.393668,-0.753959,-0.675602,-0.605846,0.148114,1.068694,0.172910,-0.972094,2.282965
Alpha1_6,1_1_4,40,Windward,0.395343,0.141503,-0.040101,0.926786,0.297177,0.378930,0.480523,0.183346,0.966887,0.357925,0.460332,0.145520
Alpha1_6,1_1_4,40,SideRight,0.184929,0.128792,-0.234695,0.813268,0.094883,0.175575,0.265304,0.170421,1.047963,0.696441,0.456066,0.578267
Alpha1_6,1_1_4,40,Leeward,-0.675137,0.101910,-1.282920,-0.411666,-0.734547,-0.663458,-0.604015,0.130533,0.871254,0.150948,-0.675885,0.865970
Alpha1_6,1_1_4,40,SideLeft,-0.703910,0.109863,-1.332494,-0.422088,-0.761761,-0.690545,-0.629848,0.131913,0.910406,0.156075,-0.887594,1.614758
Alpha1_6,1_1_4,45,Windward,0.300040,0.136584,-0.170721,0.809223,0.202132,0.296923,0.392631,0.190499,0.979945,0.455220,0.155885,-0.074633
Alpha1_6,1_1_4,45,SideRight,0.313047,0.132864,-0.094230,0.791414,0.218909,0.303841,0.399887,0.180979,0.885644,0.424422,0.276152,-0.118933
Alpha1_6,1_1_4,45,Leeward,-0.674470,0.100511,-1.289620,-0.406178,-0.736998,-0.664956,-0.602398,0.134600,0.883442,0.149022,-0.660185,0.985397
Alpha1_6,1_1_4,45,SideLeft,-0.683061,0.105647,-1.505915,-0.397554,-0.741854,-0.674212,-0.607708,0.134146,1.108362,0.154667,-0.901698,2.316983
Alpha1_6,1_1_4,50,Windward,0.195132,0.140285,-0.231087,0.771939,0.100378,0.186123,0.284520,0.184142,1.003026,0.718923,0.230025,-0.015527
Alpha1_6,1_1_4,50,SideRight,0.364532,0.131593,-0.003978,0.970146,0.271517,0.353422,0.449094,0.177577,0.974124,0.360993,0.466251,0.261552
Alpha1_6,1_1_4,50,Leeward,-0.649790,0.103845,-1.186656,-0.390129,-0.713631,-0.639717,-0.575033,0.138598,0.796527,0.159813,-0.640708,0.850702
Alpha1_6,1_1_4,50,SideLeft,-0.631879,0.097209,-1.174993,-0.383821,-0.690999,-0.620797,-0.563848,0.127151,0.791173,0.153842,-0.576234,0.449463
