alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_6,3_1_2,20,SideLeft,-0.838177,0.223378,-2.069283,-0.349783,-0.949198,-0.803941,-0.682572,0.266625,1.719500,0.266504,-1.302923,3.122935
Alpha1_6,3_1_2,25,Windward,0.800096,0.238242,0.112383,1.830934,0.622943,0.780584,0.948994,0.326052,1.718551,0.297767,0.508970,0.265814
Alpha1_6,3_1_2,25,SideRight,-1.056980,0.352658,-2.828801,0.094129,-1.278552,-1.033201,-0.810416,0.468137,2.922930,0.333647,-0.370743,0.270854
Alpha1_6,3_1_2,25,Leeward,-0.866779,0.135676,-1.460091,-0.401411,-0.948498,-0.858196,-0.768061,0.180437,1.058680,0.156529,-0.482077,0.244899
Alpha1_6,3_1_2,25,SideLeft,-0.851612,0.226567,-2.289349,-0.361053,-0.962725,-0.816816,-0.694528,0.268197,1.928296,0.266045,-1.248314,2.783607
Alpha1_6,3_1_2,30,Windward,0.748572,0.208978,0.167920,1.564135,0.600671,0.731586,0.880534,0.279862,1.396216,0.279169,0.396744,0.060914
Alpha1_6,3_1_2,30,SideRight,-0.755483,0.293259,-2.032113,0.077490,-0.943139,-0.739227,-0.545674,0.397464,2.109602,0.388174,-0.348021,0.030280
Alpha1_6,3_1_2,30,Leeward,-0.855078,0.122648,-1.320975,-0.470260,-0.931699,-0.848033,-0.764975,0.166724,0.850715,0.143434,-0.429441,0.130573
Alpha1_6,3_1_2,30,SideLeft,-0.783599,0.179898,-1.774416,-0.290038,-0.875128,-0.755372,-0.661448,0.213680,1.484378,0.229579,-1.016683,1.756974
Alpha1_6,3_1_2,35,Windward,0.662343,0.213180,-0.049545,1.497558,0.507718,0.648590,0.797122,0.289404,1.547103,0.321858,0.383100,0.029511
Alpha1_6,3_1_2,35,SideRight,-0.471093,0.283183,-2.156425,0.327746,-0.646614,-0.460905,-0.276919,0.369695,2.484171,0.601120,-0.397023,0.637567
Alpha1_6,3_1_2,35,Leeward,-0.886617,0.125447,-1.372783,-0.493659,-0.968096,-0.877378,-0.796054,0.172042,0.879124,0.141490,-0.375006,0.012391
Alpha1_6,3_1_2,35,SideLeft,-0.766520,0.159635,-1.656629,-0.381813,-0.857185,-0.748935,-0.652479,0.204705,1.274815,0.208260,-0.835236,1.310686
Alpha1_6,3_1_2,40,Windward,0.602704,0.197857,0.094419,1.394670,0.458831,0.592640,0.730830,0.272000,1.300252,0.328283,0.355348,0.005673
Alpha1_6,3_1_2,40,SideRight,-0.219228,0.238120,-1.250510,0.704697,-0.378329,-0.215387,-0.054928,0.323401,1.955207,1.086175,-0.105293,0.007393
Alpha1_6,3_1_2,40,Leeward,-0.917029,0.118927,-1.413400,-0.573085,-0.997131,-0.909817,-0.832669,0.164462,0.840314,0.129687,-0.272268,-0.155340
Alpha1_6,3_1_2,40,SideLeft,-0.776682,0.135683,-1.451775,-0.382424,-0.860696,-0.769267,-0.680255,0.180441,1.069350,0.174696,-0.419910,0.313229
Alpha1_6,3_1_2,45,Windward,0.505913,0.172828,0.077187,1.207652,0.383606,0.490384,0.614732,0.231126,1.130466,0.341617,0.461048,0.197669
Alpha1_6,3_1_2,45,SideRight,0.055161,0.205723,-0.790603,0.978208,-0.079383,0.057675,0.194401,0.273784,1.768811,3.729506,-0.037532,0.574589
Alpha1_6,3_1_2,45,Leeward,-0.899074,0.117493,-1.340515,-0.575442,-0.972713,-0.894491,-0.817186,0.155527,0.765073,0.130682,-0.317826,0.039482
Alpha1_6,3_1_2,45,SideLeft,-0.751588,0.122338,-1.323340,-0.354548,-0.825373,-0.741768,-0.669565,0.155809,0.968792,0.162773,-0.469666,0.612135
Alpha1_6,3_1_2,50,Windward,0.421304,0.163238,-0.025964,1.060388,0.302752,0.410150,0.529386,0.226634,1.086352,0.387458,0.343182,-0.131823
Alpha1_6,3_1_2,50,SideRight,0.244854,0.186698,-0.380296,1.121930,0.121748,0.235286,0.361371,0.239623,1.502226,0.762486,0.314695,0.536834
Alpha1_6,3_1_2,50,Leeward,-0.926589,0.121898,-1.403551,-0.549308,-1.007628,-0.920806,-0.840019,0.167609,0.854243,0.131555,-0.233942,-0.126958
Alpha1_6,3_1_2,50,SideLeft,-0.761162,0.117705,-1.294695,-0.382794,-0.838389,-0.753475,-0.677618,0.160771,0.911901,0.154639,-0.310009,-0.005407
Alpha1_6,3_1_2,55,Windward,0.336624,0.142227,-0.173783,0.946480,0.233456,0.327704,0.430901,0.197445,1.120263,0.422508,0.286021,-0.079392
Alpha1_6,3_1_2,55,SideRight,0.404266,0.184952,-0.242343,1.190018,0.277861,0.403012,0.526907,0.249046,1.432361,0.457502,0.100425,0.089419
Alpha1_6,3_1_2,55,Leeward,-0.933553,0.119781,-1.512273,-0.600563,-1.012770,-0.925201,-0.847797,0.164974,0.911709,0.128307,-0.380323,0.206879
Alpha1_6,3_1_2,55,SideLeft,-0.737336,0.110097,-1.202389,-0.404173,-0.805102,-0.730707,-0.660528,0.144574,0.798216,0.149317,-0.430895,0.297471
Alpha1_6,3_1_2,60,Windward,0.228651,0.145395,-0.238297,0.737313,0.132621,0.225764,0.323160,0.190538,0.975610,0.635881,0.064003,-0.007099
Alpha1_6,3_1_2,60,SideRight,0.506506,0.195616,-0.098757,1.417305,0.368417,0.490707,0.632686,0.264269,1.516061,0.386207,0.419409,0.282818
Alpha1_6,3_1_2,60,Leeward,-0.978324,0.137630,-1.553455,-0.600432,-1.063964,-0.964037,-0.877441,0.186524,0.953023,0.140679,-0.548240,0.245662
Alpha1_6,3_1_2,60,SideLeft,-0.744641,0.118072,-1.238503,-0.387250,-0.818685,-0.735773,-0.661429,0.157256,0.851253,0.158562,-0.412682,0.157295
Alpha1_6,3_1_2,65,Windward,0.137191,0.129591,-0.266404,0.653068,0.045205,0.132531,0.221855,0.176649,0.919472,0.944603,0.281337,-0.078591
Alpha1_6,3_1_2,65,SideRight,0.650073,0.210137,0.028461,1.424379,0.500296,0.635894,0.792853,0.292557,1.395918,0.323252,0.276544,-0.151916
Alpha1_6,3_1_2,65,Leeward,-1.008168,0.141873,-1.553274,-0.589688,-1.103157,-1.006918,-0.909097,0.194060,0.963586,0.140723,-0.150992,-0.157375
Alpha1_6,3_1_2,65,SideLeft,-0.721011,0.116382,-1.226341,-0.363822,-0.799198,-0.719205,-0.639547,0.159651,0.862519,0.161415,-0.158255,-0.053375
Alpha1_6,3_1_2,70,Windward,-0.011984,0.127390,-0.436988,0.561753,-0.097626,-0.014192,0.070991,0.168616,0.998741,10.630353,0.141319,0.118314
Alpha1_6,3_1_2,70,SideRight,0.735008,0.217442,0.142152,1.650830,0.585348,0.717803,0.871530,0.286183,1.508678,0.295837,0.439122,0.270521
Alpha1_6,3_1_2,70,Leeward,-1.032613,0.155327,-1.713586,-0.616601,-1.130728,-1.019760,-0.923183,0.207545,1.096985,0.150422,-0.407335,0.132009
Alpha1_6,3_1_2,70,SideLeft,-0.676020,0.121959,-1.100749,-0.311009,-0.757135,-0.673505,-0.587784,0.169351,0.789740,0.180408,-0.157735,-0.227100
Alpha1_6,3_1_2,75,Windward,-0.124645,0.114631,-0.581091,0.369247,-0.202766,-0.126667,-0.049270,0.153496,0.950338,0.919660,0.123054,0.197150
Alpha1_6,3_1_2,75,SideRight,0.817719,0.243107,0.105911,1.885653,0.647645,0.803571,0.979468,0.331823,1.779742,0.297299,0.315535,0.116472
Alpha1_6,3_1_2,75,Leeward,-0.985093,0.161045,-1.731018,-0.519696,-1.089554,-0.975020,-0.870759,0.218795,1.211321,0.163482,-0.333719,0.197511
Alpha1_6,3_1_2,75,SideLeft,-0.571282,0.111892,-1.000252,-0.215034,-0.642605,-0.565722,-0.491721,0.150884,0.785218,0.195861,-0.355523,0.043220
Alpha1_6,3_1_2,80,Windward,-0.262404,0.111178,-0.715976,0.127879,-0.336736,-0.262623,-0.187783,0.148954,0.843854,0.423689,-0.001289,0.113534
Alpha1_6,3_1_2,80,SideRight,0.819228,0.235099,0.194337,1.725372,0.649727,0.802802,0.970765,0.321038,1.531036,0.286977,0.312328,-0.208777
Alpha1_6,3_1_2,80,Leeward,-0.896904,0.164552,-1.583860,-0.448782,-1.006171,-0.883093,-0.777892,0.228279,1.135078,0.183467,-0.363885,-0.060055
Alpha1_6,3_1_2,80,SideLeft,-0.472459,0.100690,-0.965904,-0.193399,-0.534033,-0.464339,-0.400637,0.133396,0.772505,0.213119,-0.496573,0.280529
Alpha1_6,3_1_2,85,Windward,-0.380822,0.101955,-0.783735,0.000336,-0.447594,-0.373683,-0.307326,0.140268,0.784071,0.267724,-0.299273,-0.138319
Alpha1_6,3_1_2,85,SideRight,0.852422,0.240259,0.231077,1.802996,0.676044,0.838632,1.013294,0.337250,1.571918,0.281854,0.335712,-0.086241
Alpha1_6,3_1_2,85,Leeward,-0.793822,0.158180,-1.466780,-0.396534,-0.893961,-0.780593,-0.677988,0.215974,1.070246,0.199264,-0.474434,0.074560
Alpha1_6,3_1_2,85,SideLeft,-0.384792,0.078363,-0.704684,-0.146294,-0.433067,-0.376936,-0.328752,0.104315,0.558390,0.203651,-0.499437,0.162507
Alpha1_6,3_1_2,90,Windward,-0.537879,0.118629,-1.227898,-0.183986,-0.609516,-0.528133,-0.456809,0.152707,1.043912,0.220549,-0.646704,1.512683
Alpha1_6,3_1_2,90,SideRight,0.868236,0.239569,0.220362,1.817031,0.692642,0.859181,1.029961,0.337319,1.596669,0.275926,0.294973,-0.149886
Alpha1_6,3_1_2,90,Leeward,-0.679064,0.146973,-1.384760,-0.218551,-0.769609,-0.668911,-0.575540,0.194068,1.166210,0.216435,-0.396390,0.147457
Alpha1_6,3_1_2,90,SideLeft,-0.342454,0.062730,-0.660278,-0.101186,-0.381203,-0.338799,-0.298582,0.082621,0.559092,0.183178,-0.436275,0.568194
Alpha1_6,3_1_2,95,Windward,-0.682557,0.138797,-1.261266,-0.301101,-0.764117,-0.667179,-0.584252,0.179864,0.960164,0.203349,-0.614327,0.392403
Alpha1_6,3_1_2,95,SideRight,0.875660,0.252058,0.146967,1.825810,0.691823,0.857738,1.039847,0.348023,1.678844,0.287849,0.371455,-0.158501
Alpha1_6,3_1_2,95,Leeward,-0.539200,0.136591,-1.092446,-0.107457,-0.631636,-0.530432,-0.438811,0.192825,0.984989,0.253322,-0.252213,-0.300554
Alpha1_6,3_1_2,95,SideLeft,-0.339915,0.060427,-0.701817,-0.130193,-0.376309,-0.335809,-0.298888,0.077420,0.571623,0.177770,-0.558351,1.136772
Alpha1_6,3_1_2,100,Windward,-0.827957,0.133625,-1.405247,-0.442990,-0.914376,-0.818904,-0.731373,0.183003,0.962257,0.161391,-0.372765,0.069820
Alpha1_6,3_1_2,100,SideRight,0.884141,0.244443,0.191478,1.803611,0.710940,0.874048,1.043908,0.332968,1.612133,0.276475,0.264515,0.001285
Alpha1_6,3_1_2,100,Leeward,-0.433611,0.130754,-0.942258,0.062745,-0.519432,-0.429338,-0.344429,0.175003,1.005003,0.301546,-0.183412,0.088852
Alpha1_6,3_1_2,100,SideLeft,-0.398666,0.069982,-0.853551,-0.182035,-0.438667,-0.391112,-0.350893,0.087775,0.671516,0.175540,-0.766219,1.570254
