alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,1_1_4,15,SideRight,-0.687665,0.237571,-1.752315,-0.111277,-0.842643,-0.663002,-0.513638,0.329004,1.641039,0.345474,-0.505901,0.121660
Alpha1_4,1_1_4,15,Leeward,-0.551116,0.112116,-1.225149,-0.241676,-0.619761,-0.544379,-0.469975,0.149786,0.983473,0.203435,-0.548008,0.736869
Alpha1_4,1_1_4,15,SideLeft,-0.710415,0.150842,-1.395557,-0.317515,-0.796552,-0.695633,-0.603086,0.193466,1.078042,0.212330,-0.681893,0.756141
Alpha1_4,1_1_4,20,Windward,0.554443,0.185507,0.038523,1.223553,0.414196,0.540927,0.678198,0.264002,1.185030,0.334583,0.371266,-0.241177
Alpha1_4,1_1_4,20,SideRight,-0.496903,0.218071,-1.603771,0.054709,-0.628720,-0.476940,-0.340494,0.288226,1.658479,0.438859,-0.607537,0.605659
Alpha1_4,1_1_4,20,Leeward,-0.543741,0.106922,-1.094105,-0.277349,-0.607950,-0.532001,-0.466527,0.141423,0.816756,0.196641,-0.703927,0.864801
Alpha1_4,1_1_4,20,SideLeft,-0.662734,0.135138,-1.524168,-0.348016,-0.736097,-0.644444,-0.568886,0.167211,1.176153,0.203910,-0.974722,1.905383
Alpha1_4,1_1_4,25,Windward,0.508012,0.165052,0.013489,1.156533,0.396219,0.497326,0.610412,0.214193,1.143044,0.324898,0.377759,0.278259
Alpha1_4,1_1_4,25,SideRight,-0.309159,0.179973,-1.125746,0.369678,-0.422873,-0.297837,-0.184349,0.238524,1.495424,0.582139,-0.280075,0.181078
Alpha1_4,1_1_4,25,Leeward,-0.566375,0.101317,-1.047956,-0.287484,-0.627531,-0.554664,-0.493023,0.134508,0.760472,0.178886,-0.646755,0.645595
Alpha1_4,1_1_4,25,SideLeft,-0.663624,0.125897,-1.310686,-0.337669,-0.734389,-0.648993,-0.575808,0.158581,0.973017,0.189711,-0.864553,1.564434
Alpha1_4,1_1_4,30,Windward,0.456091,0.168512,-0.033452,1.299266,0.333366,0.438046,0.558699,0.225333,1.332717,0.369470,0.563378,0.289185
Alpha1_4,1_1_4,30,SideRight,-0.120630,0.156767,-0.967223,0.415071,-0.213774,-0.111170,-0.016251,0.197523,1.382294,1.299566,-0.420140,0.773949
Alpha1_4,1_1_4,30,Leeward,-0.558216,0.106466,-1.248769,-0.283317,-0.616132,-0.546065,-0.483589,0.132542,0.965452,0.190725,-1.022923,2.542990
Alpha1_4,1_1_4,30,SideLeft,-0.630138,0.116612,-1.257767,-0.325988,-0.696327,-0.617813,-0.549032,0.147295,0.931778,0.185058,-0.762658,1.150037
Alpha1_4,1_1_4,35,Windward,0.403120,0.157759,-0.056183,1.071342,0.290464,0.393118,0.498462,0.207998,1.127525,0.391345,0.496510,0.403423
Alpha1_4,1_1_4,35,SideRight,0.001309,0.142418,-0.514980,0.579989,-0.094191,0.003035,0.096374,0.190564,1.094969,108.802819,0.041234,0.193460
Alpha1_4,1_1_4,35,Leeward,-0.578601,0.100848,-1.506439,-0.342472,-0.631744,-0.570113,-0.508575,0.123169,1.163966,0.174297,-1.271770,5.684503
Alpha1_4,1_1_4,35,SideLeft,-0.626216,0.107365,-1.238540,-0.359527,-0.684725,-0.614226,-0.552178,0.132547,0.879013,0.171450,-0.766123,1.118141
Alpha1_4,1_1_4,40,Windward,0.347933,0.143248,-0.026778,0.992307,0.245714,0.334621,0.441275,0.195561,1.019085,0.411712,0.443150,0.123988
Alpha1_4,1_1_4,40,SideRight,0.136101,0.128655,-0.390064,0.639873,0.050064,0.131475,0.220402,0.170337,1.029937,0.945295,0.142331,0.150055
Alpha1_4,1_1_4,40,Leeward,-0.597496,0.107298,-1.414681,-0.312019,-0.661405,-0.585833,-0.521952,0.139453,1.102663,0.179579,-0.915995,2.487117
Alpha1_4,1_1_4,40,SideLeft,-0.630011,0.112616,-1.203765,-0.312285,-0.695989,-0.618802,-0.551306,0.144684,0.891479,0.178752,-0.711800,1.025337
Alpha1_4,1_1_4,45,Windward,0.278078,0.144456,-0.199120,0.836433,0.175172,0.267029,0.369942,0.194770,1.035553,0.519481,0.319653,-0.021625
Alpha1_4,1_1_4,45,SideRight,0.223389,0.125120,-0.211123,0.713578,0.136227,0.216092,0.302365,0.166138,0.924701,0.560102,0.280598,0.125907
Alpha1_4,1_1_4,45,Leeward,-0.610915,0.102072,-1.212981,-0.330139,-0.667749,-0.598725,-0.540927,0.126822,0.882842,0.167081,-0.770885,1.235906
Alpha1_4,1_1_4,45,SideLeft,-0.617372,0.102346,-1.094154,-0.351107,-0.675376,-0.605552,-0.547757,0.127620,0.743047,0.165776,-0.655240,0.636252
Alpha1_4,1_1_4,50,Windward,0.178669,0.142949,-0.232394,0.775222,0.076964,0.170741,0.272653,0.195688,1.007616,0.800077,0.312635,0.095151
Alpha1_4,1_1_4,50,SideRight,0.302338,0.145337,-0.104686,0.911942,0.203753,0.282694,0.384182,0.180429,1.016628,0.480709,0.705669,0.800738
Alpha1_4,1_1_4,50,Leeward,-0.612170,0.116136,-1.285053,-0.344421,-0.681266,-0.600304,-0.528515,0.152751,0.940632,0.189711,-0.829590,1.631773
Alpha1_4,1_1_4,50,SideLeft,-0.597015,0.112330,-1.254229,-0.322294,-0.668713,-0.586389,-0.512719,0.155994,0.931935,0.188153,-0.628662,0.747161
