alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_6,3_1_5,10,SideLeft,-0.783041,0.176396,-1.987544,-0.332151,-0.869390,-0.759629,-0.663394,0.205996,1.655394,0.225270,-1.204737,3.215124
Alpha1_6,3_1_5,15,Windward,0.671303,0.161150,0.209047,1.310905,0.557683,0.653439,0.774905,0.217222,1.101858,0.240055,0.495037,0.285296
Alpha1_6,3_1_5,15,SideRight,-0.911386,0.233268,-2.049247,-0.319280,-1.050729,-0.889763,-0.739983,0.310746,1.729967,0.255948,-0.729423,0.926763
Alpha1_6,3_1_5,15,Leeward,-0.683818,0.108838,-1.189171,-0.382356,-0.750896,-0.674129,-0.606969,0.143928,0.806816,0.159162,-0.529212,0.475153
Alpha1_6,3_1_5,15,SideLeft,-0.771946,0.191304,-2.099645,-0.365317,-0.853278,-0.738864,-0.643905,0.209372,1.734329,0.247820,-1.695450,5.160681
Alpha1_6,3_1_5,20,Windward,0.648582,0.145915,0.244876,1.214134,0.544367,0.641882,0.746779,0.202412,0.969258,0.224975,0.210077,-0.158036
Alpha1_6,3_1_5,20,SideRight,-0.962609,0.239127,-1.929142,-0.263120,-1.116519,-0.938462,-0.792498,0.324020,1.666022,0.248416,-0.443701,0.134978
Alpha1_6,3_1_5,20,Leeward,-0.671816,0.111243,-1.211982,-0.388663,-0.738860,-0.659274,-0.591624,0.147236,0.823318,0.165586,-0.644829,0.546039
Alpha1_6,3_1_5,20,SideLeft,-0.730706,0.158707,-1.545735,-0.358193,-0.801037,-0.699483,-0.626261,0.174776,1.187542,0.217197,-1.453294,3.274906
Alpha1_6,3_1_5,25,Windward,0.647146,0.151464,0.257308,1.339001,0.540585,0.638410,0.749121,0.208536,1.081693,0.234049,0.264326,-0.129419
Alpha1_6,3_1_5,25,SideRight,-0.909818,0.242699,-2.021168,-0.168610,-1.068708,-0.901274,-0.733743,0.334965,1.852558,0.266755,-0.278356,0.083463
Alpha1_6,3_1_5,25,Leeward,-0.645319,0.092830,-1.039820,-0.359902,-0.701696,-0.635849,-0.580433,0.121263,0.679918,0.143851,-0.528293,0.312306
Alpha1_6,3_1_5,25,SideLeft,-0.705284,0.128042,-1.382506,-0.390786,-0.770800,-0.687424,-0.620303,0.150497,0.991720,0.181547,-1.016428,1.997799
Alpha1_6,3_1_5,30,Windward,0.599065,0.142102,0.203794,1.134731,0.498649,0.594043,0.692958,0.194310,0.930937,0.237207,0.210174,-0.168159
Alpha1_6,3_1_5,30,SideRight,-0.685032,0.254025,-1.812960,0.149268,-0.852132,-0.661492,-0.496185,0.355947,1.962228,0.370822,-0.419024,-0.023050
Alpha1_6,3_1_5,30,Leeward,-0.624145,0.084040,-0.927693,-0.396814,-0.677887,-0.616916,-0.563531,0.114356,0.530879,0.134649,-0.403714,-0.103489
Alpha1_6,3_1_5,30,SideLeft,-0.674011,0.099756,-1.180330,-0.397018,-0.732040,-0.666539,-0.603169,0.128871,0.783312,0.148004,-0.692266,1.127287
Alpha1_6,3_1_5,35,Windward,0.581361,0.129915,0.164504,1.020288,0.488198,0.571707,0.666093,0.177895,0.855784,0.223468,0.301552,-0.203164
Alpha1_6,3_1_5,35,SideRight,-0.375903,0.231116,-1.421585,0.317577,-0.521030,-0.360410,-0.210598,0.310432,1.739162,0.614830,-0.440803,0.226873
Alpha1_6,3_1_5,35,Leeward,-0.599839,0.079291,-0.981640,-0.354265,-0.643357,-0.591138,-0.545374,0.097983,0.627374,0.132187,-0.866104,1.572313
Alpha1_6,3_1_5,35,SideLeft,-0.649985,0.091879,-1.289119,-0.390362,-0.698832,-0.638905,-0.588422,0.110410,0.898757,0.141356,-0.939726,2.556191
Alpha1_6,3_1_5,40,Windward,0.508601,0.132441,0.171631,0.983343,0.409460,0.499360,0.594123,0.184663,0.811712,0.260402,0.395085,-0.142524
Alpha1_6,3_1_5,40,SideRight,-0.096828,0.182048,-0.857923,0.449161,-0.209163,-0.094284,0.031692,0.240855,1.307084,1.880110,-0.320519,0.198126
Alpha1_6,3_1_5,40,Leeward,-0.605260,0.068985,-0.849477,-0.387547,-0.650829,-0.601586,-0.556354,0.094475,0.461930,0.113976,-0.248031,-0.091665
Alpha1_6,3_1_5,40,SideLeft,-0.644420,0.087849,-1.277037,-0.403481,-0.694696,-0.634300,-0.585059,0.109637,0.873556,0.136322,-0.993940,3.326587
Alpha1_6,3_1_5,45,Windward,0.449823,0.121540,0.115220,0.866380,0.362225,0.448930,0.530888,0.168663,0.751160,0.270196,0.171300,-0.328511
Alpha1_6,3_1_5,45,SideRight,0.160464,0.161867,-0.398552,0.667108,0.054180,0.161626,0.273922,0.219742,1.065660,1.008742,-0.134937,-0.088748
Alpha1_6,3_1_5,45,Leeward,-0.599303,0.076516,-0.871194,-0.390666,-0.647346,-0.592591,-0.543916,0.103430,0.480529,0.127675,-0.449211,0.063574
Alpha1_6,3_1_5,45,SideLeft,-0.617484,0.083952,-1.070985,-0.406796,-0.673925,-0.611735,-0.556192,0.117734,0.664189,0.135958,-0.443187,0.406512
Alpha1_6,3_1_5,50,Windward,0.350717,0.111215,0.040920,0.745050,0.269898,0.338301,0.421390,0.151493,0.704130,0.317107,0.405931,-0.113751
Alpha1_6,3_1_5,50,SideRight,0.277352,0.133771,-0.243260,0.826562,0.187530,0.277197,0.367950,0.180420,1.069823,0.482314,0.038577,0.049374
Alpha1_6,3_1_5,50,Leeward,-0.599145,0.073986,-0.961123,-0.388226,-0.644385,-0.593366,-0.547213,0.097173,0.572897,0.123486,-0.604321,0.965899
Alpha1_6,3_1_5,50,SideLeft,-0.599672,0.075683,-0.918408,-0.350914,-0.646170,-0.596662,-0.548610,0.097560,0.567493,0.126207,-0.338874,0.441492
Alpha1_6,3_1_5,55,Windward,0.260925,0.098705,-0.091622,0.628598,0.191475,0.255950,0.324672,0.133197,0.720219,0.378288,0.276106,0.085334
Alpha1_6,3_1_5,55,SideRight,0.430326,0.143440,-0.193058,0.925382,0.331607,0.428220,0.528092,0.196485,1.118440,0.333330,0.048287,0.039510
Alpha1_6,3_1_5,55,Leeward,-0.644263,0.094462,-1.232172,-0.414739,-0.699011,-0.637556,-0.578722,0.120289,0.817433,0.146621,-0.720354,1.468249
Alpha1_6,3_1_5,55,SideLeft,-0.608414,0.086587,-1.398717,-0.344884,-0.660229,-0.600999,-0.549533,0.110696,1.053833,0.142316,-1.125261,6.237393
Alpha1_6,3_1_5,60,Windward,0.177790,0.091986,-0.154578,0.525210,0.113384,0.175701,0.241005,0.127621,0.679788,0.517388,0.062246,-0.149979
Alpha1_6,3_1_5,60,SideRight,0.538394,0.149194,0.054777,1.110392,0.428989,0.534187,0.643319,0.214330,1.055615,0.277108,0.121159,-0.283974
Alpha1_6,3_1_5,60,Leeward,-0.673962,0.096019,-1.052099,-0.358231,-0.735371,-0.668940,-0.607823,0.127548,0.693868,0.142470,-0.301422,0.203105
Alpha1_6,3_1_5,60,SideLeft,-0.597200,0.086785,-1.180155,-0.309394,-0.651507,-0.593930,-0.536849,0.114658,0.870761,0.145320,-0.507361,1.578900
Alpha1_6,3_1_5,65,Windward,0.055414,0.094516,-0.270731,0.469124,-0.010238,0.052136,0.117114,0.127352,0.739855,1.705624,0.241593,0.174749
Alpha1_6,3_1_5,65,SideRight,0.589240,0.157152,0.057621,1.151494,0.478045,0.586520,0.693811,0.215766,1.093873,0.266703,0.147694,-0.108864
Alpha1_6,3_1_5,65,Leeward,-0.704747,0.097338,-1.125920,-0.444930,-0.770554,-0.695966,-0.633688,0.136865,0.680990,0.138117,-0.377710,-0.132961
Alpha1_6,3_1_5,65,SideLeft,-0.581564,0.081929,-0.953714,-0.294228,-0.631172,-0.573411,-0.523685,0.107487,0.659486,0.140877,-0.545763,0.501996
Alpha1_6,3_1_5,70,Windward,-0.033565,0.086645,-0.304914,0.300685,-0.094482,-0.036760,0.022631,0.117113,0.605599,2.581397,0.224543,0.056467
Alpha1_6,3_1_5,70,SideRight,0.650684,0.144906,0.232519,1.179747,0.548591,0.642954,0.743800,0.195209,0.947229,0.222698,0.292427,-0.017860
Alpha1_6,3_1_5,70,Leeward,-0.685696,0.102922,-1.210686,-0.415298,-0.753818,-0.679180,-0.612552,0.141266,0.795388,0.150098,-0.398050,0.374526
Alpha1_6,3_1_5,70,SideLeft,-0.501361,0.069390,-0.921164,-0.282838,-0.544817,-0.497512,-0.453413,0.091404,0.638326,0.138402,-0.370470,0.525537
Alpha1_6,3_1_5,75,Windward,-0.186381,0.091647,-0.529869,0.117051,-0.247527,-0.183410,-0.123350,0.124177,0.646920,0.491718,-0.152083,-0.053504
Alpha1_6,3_1_5,75,SideRight,0.688967,0.171256,0.141829,1.372224,0.570165,0.681362,0.801756,0.231591,1.230395,0.248569,0.226685,0.050988
Alpha1_6,3_1_5,75,Leeward,-0.753094,0.127533,-1.230979,-0.384100,-0.832369,-0.740790,-0.661216,0.171153,0.846878,0.169346,-0.491088,0.103433
Alpha1_6,3_1_5,75,SideLeft,-0.492928,0.085262,-0.866853,-0.217285,-0.548660,-0.485411,-0.433210,0.115450,0.649568,0.172970,-0.372846,0.129595
Alpha1_6,3_1_5,80,Windward,-0.270495,0.102624,-0.622338,0.087121,-0.340095,-0.265391,-0.198578,0.141517,0.709459,0.379391,-0.143525,-0.137517
Alpha1_6,3_1_5,80,SideRight,0.723138,0.171954,0.282973,1.455907,0.595135,0.714766,0.843051,0.247916,1.172934,0.237789,0.285739,-0.188717
Alpha1_6,3_1_5,80,Leeward,-0.766202,0.141407,-1.256432,-0.395224,-0.856923,-0.756357,-0.664554,0.192369,0.861208,0.184555,-0.386073,-0.097121
Alpha1_6,3_1_5,80,SideLeft,-0.402289,0.081768,-0.711378,-0.152589,-0.454661,-0.398045,-0.343804,0.110857,0.558789,0.203257,-0.368787,0.141424
Alpha1_6,3_1_5,85,Windward,-0.410919,0.115878,-0.893640,-0.075569,-0.489116,-0.402625,-0.327313,0.161803,0.818070,0.281997,-0.321603,-0.034064
Alpha1_6,3_1_5,85,SideRight,0.709741,0.171100,0.255198,1.387439,0.582753,0.700389,0.825414,0.242661,1.132241,0.241074,0.343405,-0.107622
Alpha1_6,3_1_5,85,Leeward,-0.757936,0.143972,-1.462498,-0.352997,-0.846942,-0.748366,-0.659209,0.187733,1.109501,0.189953,-0.435020,0.467719
Alpha1_6,3_1_5,85,SideLeft,-0.345355,0.070469,-0.690716,-0.120748,-0.385855,-0.338177,-0.297085,0.088769,0.569967,0.204048,-0.664525,0.962605
Alpha1_6,3_1_5,90,Windward,-0.559473,0.122455,-1.057879,-0.192654,-0.640088,-0.551886,-0.468220,0.171867,0.865225,0.218876,-0.354096,-0.094587
Alpha1_6,3_1_5,90,SideRight,0.737003,0.160938,0.230952,1.301152,0.623806,0.728850,0.846230,0.222423,1.070200,0.218368,0.165186,-0.183003
Alpha1_6,3_1_5,90,Leeward,-0.655493,0.133137,-1.205573,-0.240062,-0.734903,-0.642193,-0.563206,0.171696,0.965510,0.203109,-0.540974,0.577611
Alpha1_6,3_1_5,90,SideLeft,-0.286526,0.050919,-0.556902,-0.118690,-0.315378,-0.282715,-0.252390,0.062988,0.438212,0.177711,-0.647553,1.183000
Alpha1_6,3_1_5,95,Windward,-0.732742,0.137689,-1.302250,-0.306370,-0.824740,-0.725576,-0.633894,0.190845,0.995880,0.187909,-0.283456,-0.038125
Alpha1_6,3_1_5,95,SideRight,0.755160,0.167631,0.287586,1.417881,0.634866,0.747587,0.861814,0.226948,1.130295,0.221981,0.364922,0.093669
Alpha1_6,3_1_5,95,Leeward,-0.517225,0.129335,-1.143374,-0.169647,-0.596476,-0.507370,-0.431006,0.165470,0.973727,0.250056,-0.468271,0.584622
Alpha1_6,3_1_5,95,SideLeft,-0.308493,0.053458,-0.541306,-0.140540,-0.341850,-0.304399,-0.270900,0.070950,0.400766,0.173288,-0.417522,0.170400
Alpha1_6,3_1_5,100,Windward,-0.774801,0.134108,-1.364329,-0.397026,-0.858253,-0.767695,-0.683744,0.174509,0.967303,0.173087,-0.352975,0.200170
Alpha1_6,3_1_5,100,SideRight,0.698617,0.165092,0.243939,1.440305,0.581440,0.685533,0.809793,0.228353,1.196365,0.236313,0.317028,-0.131382
Alpha1_6,3_1_5,100,Leeward,-0.348002,0.109390,-0.767233,0.065079,-0.413024,-0.340497,-0.272935,0.140088,0.832313,0.314338,-0.445376,0.415224
Alpha1_6,3_1_5,100,SideLeft,-0.371868,0.072563,-0.692667,-0.178909,-0.416347,-0.364017,-0.319624,0.096723,0.513757,0.195132,-0.539216,0.200182
