alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,3_1_5,85,Windward,-0.311259,0.099846,-0.716243,0.020372,-0.371298,-0.304139,-0.242694,0.128604,0.736615,0.320781,-0.459363,0.452022
Alpha1_4,3_1_5,85,SideRight,0.525227,0.155296,0.144220,1.219248,0.413448,0.513013,0.621989,0.208540,1.075028,0.295674,0.486145,0.261250
Alpha1_4,3_1_5,85,Leeward,-0.586882,0.120860,-1.212748,-0.225621,-0.661384,-0.579464,-0.501545,0.159840,0.987127,0.205935,-0.441183,0.434497
Alpha1_4,3_1_5,85,SideLeft,-0.261718,0.051556,-0.497976,-0.093439,-0.294120,-0.258177,-0.225650,0.068470,0.404537,0.196989,-0.357984,0.131420
Alpha1_4,3_1_5,90,Windward,-0.444161,0.106101,-0.827844,-0.143556,-0.512804,-0.432608,-0.367490,0.145314,0.684288,0.238880,-0.430105,-0.053956
Alpha1_4,3_1_5,90,SideRight,0.550227,0.153917,0.111095,1.082439,0.437668,0.534880,0.648319,0.210651,0.971344,0.279734,0.378043,-0.186265
Alpha1_4,3_1_5,90,Leeward,-0.487942,0.118764,-1.130262,-0.140713,-0.555560,-0.480658,-0.405475,0.150084,0.989549,0.243398,-0.610257,1.140747
Alpha1_4,3_1_5,90,SideLeft,-0.239401,0.041910,-0.413488,-0.092019,-0.265518,-0.236635,-0.211108,0.054410,0.321469,0.175060,-0.299769,0.182039
Alpha1_4,3_1_5,95,Windward,-0.592471,0.126446,-1.114475,-0.247090,-0.672324,-0.579774,-0.501422,0.170902,0.867385,0.213421,-0.516436,0.265831
Alpha1_4,3_1_5,95,SideRight,0.550966,0.169323,0.111309,1.081390,0.424289,0.541710,0.667454,0.243164,0.970081,0.307319,0.285292,-0.400036
Alpha1_4,3_1_5,95,Leeward,-0.372260,0.115544,-0.761126,0.000023,-0.445749,-0.362851,-0.288259,0.157490,0.761149,0.310385,-0.372849,-0.099160
Alpha1_4,3_1_5,95,SideLeft,-0.262556,0.048082,-0.461198,-0.102634,-0.293027,-0.259597,-0.229082,0.063945,0.358564,0.183131,-0.352584,0.248817
Alpha1_4,3_1_5,100,Windward,-0.667080,0.122535,-1.081538,-0.303071,-0.751279,-0.661233,-0.579024,0.172255,0.778467,0.183689,-0.194824,-0.303048
Alpha1_4,3_1_5,100,SideRight,0.540940,0.154030,0.069788,1.084324,0.435873,0.529397,0.642219,0.206346,1.014536,0.284745,0.256110,-0.131999
Alpha1_4,3_1_5,100,Leeward,-0.261590,0.099187,-0.735430,0.093765,-0.325564,-0.261178,-0.195276,0.130288,0.829196,0.379169,-0.227358,0.539808
Alpha1_4,3_1_5,100,SideLeft,-0.306156,0.059666,-0.573910,-0.109513,-0.343473,-0.300009,-0.263857,0.079616,0.464397,0.194887,-0.546176,0.469780
