alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,3_1_3,80,SideLeft,-0.325037,0.063412,-0.608849,-0.136569,-0.364279,-0.319968,-0.280606,0.083673,0.472280,0.195091,-0.405835,0.173658
Alpha1_4,3_1_3,85,Windward,-0.307187,0.099757,-0.657839,0.043723,-0.371339,-0.304032,-0.239831,0.131508,0.701562,0.324744,-0.144569,-0.042730
Alpha1_4,3_1_3,85,SideRight,0.533715,0.184411,0.036240,1.241764,0.399965,0.525534,0.659226,0.259261,1.205524,0.345523,0.215012,-0.270165
Alpha1_4,3_1_3,85,Leeward,-0.571168,0.132844,-1.053469,-0.152686,-0.662154,-0.562670,-0.469547,0.192607,0.900784,0.232583,-0.320304,-0.283410
Alpha1_4,3_1_3,85,SideLeft,-0.276936,0.056469,-0.510121,-0.079949,-0.312297,-0.274108,-0.238581,0.073716,0.430171,0.203907,-0.284254,0.197681
Alpha1_4,3_1_3,90,Windward,-0.417383,0.105713,-0.979605,-0.083800,-0.479869,-0.412732,-0.344894,0.134975,0.895806,0.253277,-0.527944,0.978763
Alpha1_4,3_1_3,90,SideRight,0.541266,0.184484,0.020926,1.356102,0.404323,0.531217,0.660222,0.255898,1.335176,0.340838,0.399031,0.077321
Alpha1_4,3_1_3,90,Leeward,-0.463283,0.121630,-0.952283,-0.083122,-0.544456,-0.454788,-0.371652,0.172804,0.869161,0.262540,-0.363828,-0.126489
Alpha1_4,3_1_3,90,SideLeft,-0.255338,0.046855,-0.464881,-0.043995,-0.285891,-0.254348,-0.223331,0.062560,0.420886,0.183502,-0.140575,0.134436
Alpha1_4,3_1_3,95,Windward,-0.517504,0.125240,-1.029167,-0.169255,-0.598657,-0.504469,-0.426686,0.171972,0.859912,0.242007,-0.466712,0.035794
Alpha1_4,3_1_3,95,SideRight,0.512674,0.196160,0.017559,1.372432,0.369520,0.500552,0.641712,0.272192,1.354873,0.382621,0.373040,-0.023090
Alpha1_4,3_1_3,95,Leeward,-0.338194,0.111903,-0.732759,-0.012759,-0.412285,-0.332216,-0.258235,0.154050,0.720000,0.330883,-0.289993,-0.077519
Alpha1_4,3_1_3,95,SideLeft,-0.260788,0.049334,-0.491164,-0.079888,-0.291923,-0.259202,-0.227647,0.064276,0.411275,0.189171,-0.225584,0.369499
Alpha1_4,3_1_3,100,Windward,-0.637855,0.139621,-1.214742,-0.240264,-0.722575,-0.624634,-0.537161,0.185415,0.974478,0.218892,-0.534795,0.305882
Alpha1_4,3_1_3,100,SideRight,0.541228,0.203043,0.045878,1.382677,0.393603,0.522232,0.668808,0.275205,1.336799,0.375152,0.496914,0.130052
Alpha1_4,3_1_3,100,Leeward,-0.263121,0.112336,-0.711579,0.130179,-0.330888,-0.255403,-0.186519,0.144368,0.841758,0.426937,-0.368358,0.342465
Alpha1_4,3_1_3,100,SideLeft,-0.301923,0.063175,-0.577468,-0.072256,-0.340899,-0.297238,-0.258595,0.082304,0.505212,0.209243,-0.402236,0.437881
