key,n_samples,mean_true,mean_gen,var_true,var_gen,skew_true,skew_gen,kurt_true,kurt_gen,psd_power_ratio,psd_log_l2,peak_freq_true_hz,peak_freq_gen_hz
Alpha1_4/1_1_3/a010/sideleft,4896,-0.7460185885429382,-0.7459611296653748,0.049583710730075836,0.044174958020448685,-1.285228569917848,-1.2787526643523572,5.425622940063477,5.3417768478393555,0.802550733089447,0.8319151401519775,3.90625,3.90625
Alpha1_4/1_1_3/a010/sideright,4896,-0.7629503011703491,-0.7630598545074463,0.079436294734478,0.0728616863489151,-0.750764915407857,-0.6681016573014024,3.767216444015503,3.4766032695770264,0.8356803059577942,0.7169620394706726,3.90625,3.90625
Alpha1_4/1_1_3/a015/windward,4896,0.5951747298240662,0.5948151350021362,0.051339518278837204,0.046614810824394226,0.7594710041264102,0.751443796556652,3.5019848346710205,3.4440011978149414,0.7664653658866882,0.6489968299865723,3.90625,3.90625
Alpha1_4/1_1_3/a015/leeward,4896,-0.5186156034469604,-0.5185866355895996,0.012863936834037304,0.011439813300967216,-0.7445888557746185,-0.7712162077482551,3.250025510787964,3.283372640609741,0.7365097403526306,0.5819230079650879,3.90625,3.90625
Alpha1_4/1_1_3/a015/sideleft,4896,-0.7127845287322998,-0.7130147218704224,0.026601077988743782,0.0221563670784235,-0.6579270098647484,-0.6849378465899997,3.266589879989624,3.4052200317382812,0.7311542630195618,0.6881864666938782,3.90625,3.90625
Alpha1_4/1_1_3/a015/sideright,4896,-0.6895237565040588,-0.6894397735595703,0.06574232131242752,0.05823666602373123,-0.9816211199753807,-0.9332609232046455,4.540813446044922,4.348489761352539,0.7641718983650208,0.6175442934036255,3.90625,3.90625
Alpha1_4/1_1_3/a020/windward,4896,0.5688520669937134,0.5686424374580383,0.03301389887928963,0.02919546142220497,0.273341136205152,0.2254209119705797,2.6392951011657715,2.4772024154663086,0.8166266083717346,0.6515836119651794,3.90625,3.90625
Alpha1_4/1_1_3/a020/leeward,4896,-0.5765565633773804,-0.5764168500900269,0.012679052539169788,0.01131034828722477,-0.28759934572723017,-0.2623239937242466,2.8229103088378906,2.7620601654052734,0.8317999243736267,0.5992138981819153,3.90625,3.90625
Alpha1_4/1_1_3/a020/sideleft,4896,-0.721329927444458,-0.7214048504829407,0.022491205483675003,0.01937587559223175,-0.7948299653622241,-0.645318413782627,3.9204936027526855,3.2116851806640625,0.7272984981536865,0.630125105381012,3.90625,3.90625
Alpha1_4/1_1_3/a020/sideright,4896,-0.5046088695526123,-0.5045258402824402,0.05028146132826805,0.044917069375514984,-0.36616961372242196,-0.37729037581061686,3.149888515472412,3.1160123348236084,0.8041186928749084,0.5897316932678223,3.90625,3.90625
Alpha1_4/1_1_3/a025/windward,4896,0.507036566734314,0.5070151686668396,0.043745122849941254,0.03999784216284752,0.5919917000441407,0.5742662073519936,3.8657755851745605,3.7825326919555664,0.8143638372421265,0.6830525994300842,3.90625,3.90625
Alpha1_4/1_1_3/a025/leeward,4896,-0.5249797701835632,-0.5249467492103577,0.011289119720458984,0.010229137726128101,-0.5564950621899496,-0.5172874769692282,3.0916831493377686,2.857461929321289,0.80926513671875,0.6060205698013306,3.90625,3.90625
Alpha1_4/1_1_3/a025/sideleft,4896,-0.6469210386276245,-0.6469679474830627,0.019593365490436554,0.01755443401634693,-1.1215816043384648,-1.1318066791175945,6.423248291015625,6.517317771911621,0.7939528822898865,0.5986096858978271,3.90625,3.90625
Alpha1_4/1_1_3/a025/sideright,4896,-0.27772513031959534,-0.2776031792163849,0.03435751795768738,0.03036622516810894,-1.244528876806146,-1.3565576088956037,7.9337382316589355,8.71033000946045,0.8055243492126465,0.5564634203910828,3.90625,3.90625
Alpha1_4/1_1_3/a030/windward,4896,0.48077592253685,0.4805898368358612,0.03713034838438034,0.03405618667602539,0.32950278648655423,0.3003558320953627,2.56640362739563,2.4712343215942383,0.8190255165100098,0.6303243637084961,3.90625,3.90625
