alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,1_1_3,25,SideRight,-0.305310,0.195417,-1.351224,0.448183,-0.422170,-0.292088,-0.174918,0.247252,1.799407,0.640061,-0.571200,1.416382
Alpha1_4,1_1_3,25,Leeward,-0.540863,0.103875,-1.186129,-0.257296,-0.600978,-0.529563,-0.467535,0.133443,0.928834,0.192054,-0.682470,1.062893
Alpha1_4,1_1_3,25,SideLeft,-0.661915,0.140035,-1.463880,-0.308122,-0.740618,-0.644018,-0.562929,0.177688,1.155759,0.211560,-0.892631,1.461771
Alpha1_4,1_1_3,30,Windward,0.457440,0.198078,-0.023865,1.281177,0.306782,0.438532,0.581402,0.274620,1.305041,0.433014,0.546117,0.047454
Alpha1_4,1_1_3,30,SideRight,-0.140116,0.169196,-0.856634,0.400980,-0.247053,-0.135714,-0.027962,0.219090,1.257614,1.207547,-0.286043,0.569094
Alpha1_4,1_1_3,30,Leeward,-0.558838,0.110231,-1.132055,-0.293754,-0.618057,-0.547170,-0.482694,0.135364,0.838301,0.197251,-0.910252,1.698362
Alpha1_4,1_1_3,30,SideLeft,-0.645208,0.129600,-1.608236,-0.329125,-0.714607,-0.628496,-0.555696,0.158911,1.279111,0.200865,-1.095333,2.661830
Alpha1_4,1_1_3,35,Windward,0.428079,0.182826,-0.055162,1.223308,0.301000,0.410867,0.545023,0.244023,1.278470,0.427084,0.435503,0.103149
Alpha1_4,1_1_3,35,SideRight,-0.005262,0.166134,-0.554538,0.736536,-0.123814,-0.012053,0.108133,0.231947,1.291074,31.573784,0.257523,0.299932
Alpha1_4,1_1_3,35,Leeward,-0.579091,0.106315,-1.023166,-0.296053,-0.645466,-0.565735,-0.502496,0.142970,0.727113,0.183590,-0.639808,0.586059
Alpha1_4,1_1_3,35,SideLeft,-0.647672,0.124622,-1.316998,-0.336890,-0.720554,-0.632992,-0.559761,0.160792,0.980108,0.192414,-0.780791,1.238778
Alpha1_4,1_1_3,40,Windward,0.377028,0.184132,-0.142780,1.083524,0.238692,0.361661,0.498085,0.259393,1.226304,0.488378,0.416199,-0.050027
Alpha1_4,1_1_3,40,SideRight,0.131163,0.157417,-0.462868,0.897741,0.027825,0.126238,0.230249,0.202424,1.360610,1.200166,0.208789,0.516985
Alpha1_4,1_1_3,40,Leeward,-0.602893,0.109730,-1.269503,-0.306710,-0.662487,-0.593806,-0.526475,0.136013,0.962793,0.182006,-0.773163,1.566130
Alpha1_4,1_1_3,40,SideLeft,-0.646973,0.123621,-1.261461,-0.318427,-0.721426,-0.631792,-0.560177,0.161249,0.943034,0.191076,-0.761084,1.183507
Alpha1_4,1_1_3,45,Windward,0.276004,0.158727,-0.199378,0.947811,0.163077,0.263983,0.384820,0.221743,1.147190,0.575089,0.255420,-0.100316
Alpha1_4,1_1_3,45,SideRight,0.219939,0.146750,-0.266101,0.921098,0.120283,0.207671,0.311660,0.191378,1.187200,0.667230,0.382017,0.285366
Alpha1_4,1_1_3,45,Leeward,-0.595452,0.107233,-1.181705,-0.302402,-0.655315,-0.582355,-0.520094,0.135221,0.879304,0.180087,-0.904295,1.619452
Alpha1_4,1_1_3,45,SideLeft,-0.610927,0.121220,-1.699811,-0.295257,-0.674029,-0.595133,-0.528906,0.145123,1.404555,0.198419,-1.600407,7.693921
Alpha1_4,1_1_3,50,Windward,0.192023,0.165562,-0.466297,0.852323,0.073834,0.184326,0.299096,0.225261,1.318620,0.862203,0.297281,0.171061
Alpha1_4,1_1_3,50,SideRight,0.321509,0.161675,-0.112711,0.999072,0.202174,0.311895,0.422817,0.220643,1.111783,0.502863,0.451543,0.175897
Alpha1_4,1_1_3,50,Leeward,-0.630384,0.127326,-1.516097,-0.298922,-0.702836,-0.618401,-0.539622,0.163214,1.217176,0.201982,-0.888725,2.042010
Alpha1_4,1_1_3,50,SideLeft,-0.602345,0.114524,-1.540509,-0.311136,-0.670470,-0.589955,-0.521431,0.149039,1.229373,0.190131,-0.974066,3.017495
